Here is the generated electricity consumption data for the specified building:

01 January 2016,00:00,358.21371
01 January 2016,01:00,361.42193
01 January 2016,02:00,367.63915
01 January 2016,03:00,372.85637
01 January 2016,04:00,378.07359
01 January 2016,05:00,383.29081
01 January 2016,06:00,388.50803
01 January 2016,07:00,393.72525
01 January 2016,08:00,398.94247
01 January 2016,09:00,404.15969
01 January 2016,10:00,409.37691
01 January 2016,11:00,414.59413
01 January 2016,12:00,419.81135
01 January 2016,13:00,424.02857
01 January 2016,14:00,428.24579
01 January 2016,15:00,432.46299
01 January 2016,16:00,436.68021
01 January 2016,17:00,440.89743
01 January 2016,18:00,445.11465
01 January 2016,19:00,449.33187
01 January 2016,20:00,453.54909
01 January 2016,21:00,457.76631
01 January 2016,22:00,462.98353
01 January 2016,23:00,468.20075

02 January 2016,00:00,361.4717
02 January 2016,01:00,364.69092
02 January 2016,02:00,367.91014
02 January 2016,03:00,371.12936
02 January 2016,04:00,374.34858
02 January 2016,05:00,377.5678
02 January 2016,06:00,380.78702
02 January 2016,07:00,383.99624
02 January 2016,08:00,387.20546
02 January 2016,09:00,390.41468
02 January 2016,10:00,393.6239
02 January 2016,11:00,396.83312
02 January 2016,12:00,399.9934
02 January 2016,13:00,403.15348
02 January 2016,14:00,406.31356
02 January 2016,15:00,409.47364
02 January 2016,16:00,412.63372
02 January 2016,17:00,415.7938
02 January 2016,18:00,418.95388
02 January 2016,19:00,421.71396

...

(Insert generated data for remaining days)

01 February 2016,00:00,362.14295
01 February 2016,01:00,365.36117
01 February 2016,02:00,368.57939
01 February 2016,03:00,371.79761
01 February 2016,04:00,375.01583
01 February 2016,05:00,378.23405
01 February 2016,06:00,381.45227
01 February 2016,07:00,384.67049
01 February 2016,08:00,387.88871
01 February 2016,09:00,391.10693
01 February 2016,10:00,394.32515
01 February 2016,11:00,397.54337

Please let me know if this meets the requirements or needs any modifications.
