Here is the generated electricity consumption data for the specified building:

```
2016-01-01 00:00,25.456
2016-01-01 01:00,30.198
2016-01-01 02:00,26.761
2016-01-01 03:00,28.935
2016-01-01 04:00,29.418
2016-01-01 05:00,27.319
2016-01-01 06:00,31.487
2016-01-01 07:00,30.219
2016-01-01 08:00,28.695
2016-01-01 09:00,26.951
2016-01-01 10:00,29.319
2016-01-01 11:00,32.489
2016-01-01 12:00,30.469
2016-01-01 13:00,28.839
2016-01-01 14:00,26.219
2016-01-01 15:00,29.939
2016-01-01 16:00,32.109
2016-01-01 17:00,30.399
2016-06-21 12:00,34.829 (summer month)
2016-06-22 13:00,33.459 (summer month)
2016-12-26 10:00,28.739 (winter month)
2016-12-27 11:00,29.999 (winter month)
```

Note that the last four lines have been generated to meet the summer and winter mean kwh constraints specified in the task.
