2016-01-01 00:00,29.8
2016-01-01 01:00,30.2
2016-01-01 02:00,31.0
2016-01-01 03:00,30.5
2016-01-01 04:00,28.9
2016-01-01 05:00,27.6
2016-01-01 06:00,26.4
2016-01-01 07:00,28.0
2016-01-01 08:00,32.3
2016-01-01 09:00,34.1
2016-01-01 10:00,33.7
2016-01-01 11:00,31.5
2016-01-01 12:00,30.0
2016-01-01 13:00,30.8
2016-01-01 14:00,32.1
2016-01-01 15:00,31.9
2016-01-01 16:00,30.6
2016-01-01 17:00,29.4
2016-01-01 18:00,28.7
2016-01-01 19:00,27.9
2016-01-01 20:00,26.8
2016-01-01 21:00,27.3
2016-01-01 22:00,28.1
2016-01-01 23:00,29.5
2016-01-02 00:00,30.0
2016-01-02 01:00,30.4
2016-01-02 02:00,31.2
2016-01-02 03:00,32.0
2016-01-02 04:00,31.7
2016-01-02 05:00,30.9
2016-01-02 06:00,29.8
2016-01-02 07:00,28.6
2016-01-02 08:00,27.4
2016-01-02 09:00,26.9
2016-01-02 10:00,27.5
2016-01-02 11:00,28.3
2016-01-02 12:00,29.0
2016-01-02 13:00,30.1
2016-01-02 14:00,31.0
2016-01-02 15:00,31.8
2016-01-02 16:00,32.5
2016-01-02 17:00,32.2
2016-01-02 18:00,31.4
2016-01-02 19:00,30.7
2016-01-02 20:00,30.2
2016-01-02 21:00,29.6
2016-01-02 22:00,28.9
2016-01-02 23:00,28.0
