timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,15.84,12.3
2016-01-01 01:00:00,15.94,11.5
2016-01-01 02:00:00,16.23,10.9
2016-01-01 03:00:00,16.45,11.8
2016-01-01 04:00:00,17.01,12.0
2016-01-01 05:00:00,15.95,11.2
2016-01-01 06:00:00,18.33,13.1
2016-01-01 07:00:00,18.27,12.6
2016-01-01 08:00:00,17.98,11.7
2016-01-01 09:00:00,16.7,12.4
2016-01-01 10:00:00,17.15,13.0
2016-01-01 11:00:00,16.14,12.8
2016-01-01 12:00:00,14.79,11.9
2016-01-01 13:00:00,14.31,12.5
2016-01-01 14:00:00,13.72,12.2
2016-01-01 15:00:00,13.36,11.4
2016-01-01 16:00:00,13.29,12.1
2016-01-01 17:00:00,12.57,13.3
2016-01-01 18:00:00,13.45,12.7
2016-01-01 19:00:00,13.58,12.0
2016-01-01 20:00:00,13.82,11.6
2016-01-01 21:00:00,13.76,12.9
2016-01-01 22:00:00,14.51,12.2
2016-01-01 23:00:00,13.92,11.8
