timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,173.172,251.2
2016-01-01 01:00:00,173.172,249.9
2016-01-01 02:00:00,171.577,252.4
2016-01-01 03:00:00,172.85,250.7
2016-01-01 04:00:00,175.191,251.9
2016-01-01 05:00:00,172.543,253.1
2016-01-01 06:00:00,171.72,249.5
2016-01-01 07:00:00,173.269,250.2
2016-01-01 08:00:00,177.858,252.7
2016-01-01 09:00:00,176.259,253.6
2016-01-01 10:00:00,175.26,250.0
2016-01-01 11:00:00,177.269,249.3
2016-01-01 12:00:00,178.741,251.8
2016-01-01 13:00:00,177.845,250.6
2016-01-01 14:00:00,177.952,252.9
2016-01-01 15:00:00,179.213,249.7
2016-01-01 16:00:00,180.52,251.1
2016-01-01 17:00:00,175.755,250.4
2016-01-01 18:00:00,176.269,253.2
2016-01-01 19:00:00,175.746,251.5
2016-01-01 20:00:00,176.742,249.8
2016-01-01 21:00:00,172.53,250.9
2016-01-01 22:00:00,173.393,252.0
2016-01-01 23:00:00,172.847,251.7
