timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,15.84,11.74
2016-01-01 01:00:00,15.94,12.26
2016-01-01 02:00:00,16.23,12.74
2016-01-01 03:00:00,16.45,13.15
2016-01-01 04:00:00,17.01,13.47
2016-01-01 05:00:00,15.95,13.67
2016-01-01 06:00:00,18.33,13.74
2016-01-01 07:00:00,18.27,13.67
2016-01-01 08:00:00,17.98,13.47
2016-01-01 09:00:00,16.7,12.74
2016-01-01 10:00:00,17.15,12.26
2016-01-01 11:00:00,16.14,11.74
2016-01-01 12:00:00,14.79,11.22
2016-01-01 13:00:00,14.31,10.74
2016-01-01 14:00:00,13.72,10.33
2016-01-01 15:00:00,13.36,10.01
2016-01-01 16:00:00,13.29,9.74
2016-01-01 17:00:00,12.57,9.81
2016-01-01 18:00:00,13.45,10.01
2016-01-01 19:00:00,13.58,10.74
2016-01-01 20:00:00,13.82,11.22
2016-01-01 21:00:00,13.76,11.74
2016-01-01 22:00:00,14.51,12.26
2016-01-01 23:00:00,13.92,12.74
2016-01-02 00:00:00,14.46,11.74
2016-01-02 01:00:00,14.66,12.26
2016-01-02 02:00:00,14.9,12.74
2016-01-02 03:00:00,15.51,13.15
2016-01-02 04:00:00,15.49,13.47
2016-01-02 05:00:00,15.67,13.67
2016-01-02 06:00:00,16.23,13.74
2016-01-02 07:00:00,15.78,13.67
2016-01-02 08:00:00,16.1,13.47
2016-01-02 09:00:00,15.38,12.74
2016-01-02 10:00:00,15.13,12.26
2016-01-02 11:00:00,14.36,11.74
2016-01-02 12:00:00,14.81,11.22
2016-01-02 13:00:00,15.08,10.74
2016-01-02 14:00:00,14.53,10.33
2016-01-02 15:00:00,14.14,10.01
2016-01-02 16:00:00,14.88,9.74
2016-01-02 17:00:00,15.62,9.81
2016-01-02 18:00:00,15.61,10.01
2016-01-02 19:00:00,14.1,10.74
2016-01-02 20:00:00,13.05,11.22
2016-01-02 21:00:00,13.27,11.74
2016-01-02 22:00:00,13.81,12.26
2016-01-02 23:00:00,13.72,12.74
2016-01-03 00:00:00,13.73,11.74
2016-01-03 01:00:00,13.79,12.26
2016-01-03 02:00:00,14.34,12.74
2016-01-03 03:00:00,13.87,13.15
2016-01-03 04:00:00,14.26,13.47
2016-01-03 05:00:00,14.64,13.67
2016-01-03 06:00:00,14.66,13.74
2016-01-03 07:00:00,14.89,13.67
2016-01-03 08:00:00,14.82,13.47
2016-01-03 09:00:00,14.47,12.74
2016-01-03 10:00:00,13.61,12.26
2016-01-03 11:00:00,13.84,11.74
2016-01-03 12:00:00,13.44,11.22
2016-01-03 13:00:00,12.93,10.74
2016-01-03 14:00:00,12.52,10.33
2016-01-03 15:00:00,12.26,10.01
2016-01-03 16:00:00,12.16,9.74
2016-01-03 17:00:00,12.18,9.81
2016-01-03 18:00:00,12.5,10.01
2016-01-03 19:00:00,13.14,10.74
2016-01-03 20:00:00,13.06,11.22
