timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,159.643,362.8
2016-01-01 01:00:00,319.286,363.1
2016-01-01 02:00:00,319.286,361.7
2016-01-01 03:00:00,319.286,362.3
2016-01-01 04:00:00,319.286,362.9
2016-01-01 05:00:00,319.286,361.2
2016-01-01 06:00:00,319.286,363.5
2016-01-01 07:00:00,319.286,362.0
2016-01-01 08:00:00,319.286,361.8
2016-01-01 09:00:00,319.286,363.2
2016-01-01 10:00:00,319.286,362.5
2016-01-01 11:00:00,319.286,361.6
2016-01-01 12:00:00,319.286,362.7
2016-01-01 13:00:00,319.286,363.0
2016-01-01 14:00:00,319.286,361.9
2016-01-01 15:00:00,319.286,362.4
2016-01-01 16:00:00,319.286,362.2
2016-01-01 17:00:00,319.286,363.3
2016-01-01 18:00:00,319.286,361.5
2016-01-01 19:00:00,319.286,362.6
2016-01-01 20:00:00,319.286,363.1
2016-01-01 21:00:00,319.286,362.0
2016-01-01 22:00:00,319.286,361.7
2016-01-01 23:00:00,319.286,362.9
2016-01-02 00:00:00,321.774,362.4
2016-01-02 01:00:00,312.143,363.2
2016-01-02 02:00:00,307.25,361.8
2016-01-02 03:00:00,305.75,362.3
2016-01-02 04:00:00,228.5,362.7
2016-01-02 05:00:00,324.262,361.5
2016-01-02 06:00:00,324.262,363.4
2016-01-02 07:00:00,324.262,362.1
2016-01-02 08:00:00,324.262,361.9
2016-01-02 09:00:00,324.262,363.0
2016-01-02 10:00:00,324.262,362.6
2016-01-02 11:00:00,324.262,361.7
2016-01-02 12:00:00,324.262,362.8
2016-01-02 13:00:00,324.262,363.1
2016-01-02 14:00:00,324.262,361.8
2016-01-02 15:00:00,324.262,362.4
2016-01-02 16:00:00,324.262,362.2
2016-01-02 17:00:00,324.262,363.3
2016-01-02 18:00:00,324.262,361.6
2016-01-02 19:00:00,324.262,362.5
2016-01-02 20:00:00,324.262,363.2
2016-01-02 21:00:00,324.262,362.0
2016-01-02 22:00:00,324.262,361.8
2016-01-02 23:00:00,324.262,362.9
2016-01-03 00:00:00,316.256,362.5
2016-01-03 01:00:00,314.381,363.3
2016-01-03 02:00:00,301.125,361.9
2016-01-03 03:00:00,303.125,362.4
2016-01-03 04:00:00,304.75,362.6
2016-01-03 05:00:00,305.125,361.7
2016-01-03 06:00:00,306.875,363.5
2016-01-03 07:00:00,305.625,362.2
2016-01-03 08:00:00,307.625,361.8
2016-01-03 09:00:00,310.25,363.1
2016-01-03 10:00:00,316.375,362.7
2016-01-03 11:00:00,315.625,361.6
2016-01-03 12:00:00,316.25,362.9
2016-01-03 13:00:00,330.125,363.0
2016-01-03 14:00:00,324.625,361.9
