timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,173.172,250.42
2016-01-01 01:00:00,173.172,253.01
2016-01-01 02:00:00,171.577,255.42
2016-01-01 03:00:00,172.85,257.49
2016-01-01 04:00:00,175.191,259.08
2016-01-01 05:00:00,172.543,260.08
2016-01-01 06:00:00,171.72,260.42
2016-01-01 07:00:00,173.269,260.08
2016-01-01 08:00:00,177.858,259.08
2016-01-01 09:00:00,176.259,257.49
2016-01-01 10:00:00,175.26,255.42
2016-01-01 11:00:00,177.269,253.01
2016-01-01 12:00:00,178.741,250.42
2016-01-01 13:00:00,177.845,247.83
2016-01-01 14:00:00,177.952,245.42
2016-01-01 15:00:00,179.213,243.35
2016-01-01 16:00:00,180.52,241.76
2016-01-01 17:00:00,175.755,240.76
2016-01-01 18:00:00,176.269,240.42
2016-01-01 19:00:00,175.746,240.76
2016-01-01 20:00:00,176.742,241.76
2016-01-01 21:00:00,172.53,243.35
2016-01-01 22:00:00,173.393,245.42
2016-01-01 23:00:00,172.847,247.83
2016-01-02 00:00:00,172.698,250.42
2016-01-02 01:00:00,171.725,253.01
2016-01-02 02:00:00,171.963,255.42
2016-01-02 03:00:00,173.606,257.49
2016-01-02 04:00:00,174.157,259.08
2016-01-02 05:00:00,172.435,260.08
2016-01-02 06:00:00,171.674,260.42
2016-01-02 07:00:00,177.315,260.08
2016-01-02 08:00:00,174.007,259.08
2016-01-02 09:00:00,177.947,257.49
2016-01-02 10:00:00,177.352,255.42
2016-01-02 11:00:00,184.21,253.01
2016-01-02 12:00:00,184.17,250.42
2016-01-02 13:00:00,180.547,247.83
2016-01-02 14:00:00,179.893,245.42
2016-01-02 15:00:00,187.011,243.35
2016-01-02 16:00:00,178.768,241.76
2016-01-02 17:00:00,177.239,240.76
2016-01-02 18:00:00,176.771,240.42
2016-01-02 19:00:00,177.4,240.76
2016-01-02 20:00:00,174.895,241.76
2016-01-02 21:00:00,173.646,243.35
2016-01-02 22:00:00,176.438,245.42
2016-01-02 23:00:00,174.52,247.83
2016-01-03 00:00:00,172.787,250.42
2016-01-03 01:00:00,174.518,253.01
2016-01-03 02:00:00,175.683,255.42
2016-01-03 03:00:00,173.395,257.49
2016-01-03 04:00:00,173.707,259.08
2016-01-03 05:00:00,174.779,260.08
2016-01-03 06:00:00,174.463,260.42
2016-01-03 07:00:00,173.799,260.08
2016-01-03 08:00:00,174.957,259.08
2016-01-03 09:00:00,181.196,257.49
2016-01-03 10:00:00,184.825,255.42
2016-01-03 11:00:00,183.068,253.01
2016-01-03 12:00:00,179.398,250.42
2016-01-03 13:00:00,184.255,247.83
2016-01-03 14:00:00,179.469,245.42
2016-01-03 15:00:00,180.353,243.35
2016-01-03 16:00:00,178.952,241.76
2016-01-03 17:00:00,177.139,240.76
2016-01-03 18:00:00,173.174,240.42
2016-01-03 19:00:00,175.668,240.76
2016-01-03 20:00:00,176.529,241.76
2016-01-03 21:00:00,174.645,243.35
2016-01-03 22:00:00,173.723,245.42
2016-01-03 23:00:00,173.94,247.83
2016-01-04 00:00:00,175.456,250.42
2016-01-04 01:00:00,172.076,253.01
2016-01-04 02:00:00,172.876,255.42
2016-01-04 03:00:00,174.641,257.49
2016-01-04 04:00:00,174.149,259.08
2016-01-04 05:00:00,172.455,260.08
2016-01-04 06:00:00,172.363,260.42
2016-01-04 07:00:00,183.665,260.08
2016-01-04 08:00:00,198.288,259.08
2016-01-04 09:00:00,212.772,257.49
2016-01-04 10:00:00,232.743,255.42
2016-01-04 11:00:00,243.605,253.01
2016-01-04 12:00:00,238.954,250.42
2016-01-04 13:00:00,246.523,247.83
2016-01-04 14:00:00,249.006,245.42
2016-01-04 15:00:00,248.01,243.35
2016-01-04 16:00:00,244.698,241.76
2016-01-04 17:00:00,234.723,240.76
2016-01-04 18:00:00,222.55,240.42
2016-01-04 19:00:00,202.204,240.76
2016-01-04 20:00:00,193.244,241.76
2016-01-04 21:00:00,190.168,243.35
2016-01-04 22:00:00,189.891,245.42
2016-01-04 23:00:00,185.09,247.83
2016-01-05 00:00:00,182.311,250.42
2016-01-05 01:00:00,182.548,253.01
2016-01-05 02:00:00,175.578,255.42
2016-01-05 03:00:00,175.82,257.49
2016-01-05 04:00:00,176.854,259.08
2016-01-05 05:00:00,177.812,260.08
2016-01-05 06:00:00,175.645,260.42
2016-01-05 07:00:00,182.291,260.08
2016-01-05 08:00:00,202.464,259.08
2016-01-05 09:00:00,220.381,257.49
2016-01-05 10:00:00,239.951,255.42
2016-01-05 11:00:00,249.133,253.01
2016-01-05 12:00:00,254.784,250.42
2016-01-05 13:00:00,254.55,247.83
2016-01-05 14:00:00,247.658,245.42
2016-01-05 15:00:00,250.701,243.35
2016-01-05 16:00:00,247.108,241.76
