timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,98.0,230.4
2016-01-01 01:00:00,98.0,212.1
2016-01-01 02:00:00,98.0,239.8
2016-01-01 03:00:00,97.0,221.5
2016-01-01 04:00:00,98.0,227.3
2016-01-01 05:00:00,97.0,240.0
2016-01-01 06:00:00,97.0,215.6
2016-01-01 07:00:00,97.0,229.9
2016-01-01 08:00:00,97.0,232.7
2016-01-01 09:00:00,97.0,224.5
2016-01-01 10:00:00,98.0,236.2
2016-01-01 11:00:00,99.0,218.0
2016-01-01 12:00:00,99.0,225.4
2016-01-01 13:00:00,100.0,233.6
2016-01-01 14:00:00,99.0,219.8
2016-01-01 15:00:00,101.0,231.3
2016-01-01 16:00:00,100.0,237.0
2016-01-01 17:00:00,101.0,221.2
2016-01-01 18:00:00,100.0,228.5
2016-01-01 19:00:00,99.0,239.1
2016-01-01 20:00:00,100.0,222.9
2016-01-01 21:00:00,99.0,230.0
2016-01-01 22:00:00,98.0,235.7
2016-01-01 23:00:00,99.0,220.8
