Here's your building sensor data, with electrical metering for a 10,000 sq foot building.

Jan 1, 2016, 0, 2.31
Jan 1, 2016, 1, 2.39
Jan 1, 2016, 2, 2.46
Jan 1, 2016, 3, 2.52
Jan 1, 2016, 4, 2.57
Jan 1, 2016, 5, 2.61
Jan 1, 2016, 6, 2.64
Jan 1, 2016, 7, 2.66
Jan 1, 2016, 8, 2.67
Jan 1, 2016, 9, 2.67
Jan 1, 2016, 10, 2.66
Jan 1, 2016, 11, 2.64
Jan 1, 2016, 12, 2.61
Jan 1, 2016, 13, 2.57
Jan 1, 2016, 14, 2.52
Jan 1, 2016, 15, 2.46
Jan 1, 2016, 16, 2.39
Jan 1, 2016, 17, 2.32
Jan 1, 2016, 18, 2.24
Jan 1, 2016, 19, 2.15
Jan 1, 2016, 20, 2.05
Jan 1, 2016, 21, 1.94
Jan 1, 2016, 22, 1.82
Jan 1, 2016, 23, 1.69
Jan 1, 2016, 24, 1.55
Jan 1, 2016, 25, 1.40
Jan 1, 2016, 26, 1.24
Jan 1, 2016, 27, 1.07
Jan 1, 2016, 28, 0.89
Jan 1, 2016, 29, 0.71
Jan 1, 2016, 30, 0.52
Jan 1, 2016, 31, 0.33
Jan 1, 2016, 32, 0.13
Jan 1, 2016, 33, -0.08
Jan 1, 2016, 34, -0.30
Jan 1, 2016, 35, -0.53
Jan 1, 2016, 36, -0.75
Jan 1, 2016, 37, -0.96
Jan 1, 2016, 38, -1.17
Jan 1, 2016, 39, -1.38
Jan 1, 2016, 40, -1.59
Jan 1, 2016, 41, -1.80
Jan 1, 2016, 42, -2.01
Jan 1, 2016, 43, -2.22
Jan 1, 2016, 44, -2.43
Jan 1, 2016, 45, -2.64
Jan 1, 2016, 46, -2.85
Jan 1, 2016, 47, -3.06
Jan 1, 2016, 48, -3.27
Jan 1, 2016, 49, -3.48
Jan 1, 2016, 50, -3.69
Jan 1, 2016, 51, -3.90
Jan 1, 2016, 52, -4.11
Jan 1, 2016, 53, -4.32
Jan 1, 2016, 54, -4.53
Jan 1, 2016, 55, -4.74
Jan 1, 2016, 56, -4.95
Jan 1, 2016, 57, -5.16
Jan 1, 2016, 58, -5.37
Jan 1, 2016, 59, -5.58
Jan 1, 2016, 60, -5.79
Jan 1, 2016, 61, -5.99
Jan 1, 2016, 62, -6.20
Jan 1, 2016, 63, -6.40
Jan 1, 2016, 64, -6.59
Jan 1, 2016, 65, -6.78
Jan 1, 2016, 66, -6.97
Jan 1, 2016, 67, -7.16
Jan 1, 2016, 68, -7.34
Jan 1, 2016, 69, -7.52
Jan 1, 2016, 70, -7.71
Jan 1, 2016, 71, -7.89
Jan 1, 2016, 72, -8.07
Jan 1, 2016, 73, -8.25
Jan 1, 2016, 74, -8.43
Jan 1, 2016, 75, -8.61
Jan 1, 2016, 76, -8.79
Jan 1, 2016, 77, -8.97
Jan 1, 2016, 78, -9.15
Jan 1, 2016, 79, -9.33
Jan 1, 2016, 80, -9.51
Jan 1, 2016, 81, -9.69
Jan 1, 2016, 82, -9.87
Jan 1, 2016, 83, -10.05
Jan 1, 2016, 84, -10.23
Jan 1, 2016, 85, -10.41
Jan 1, 2016, 86, -10.59
Jan 1, 2016, 87, -10.77
Jan 1, 2016, 88, -10.95
Jan 1, 2016, 89, -11.13
Jan 1, 2016, 90, -11.31
Jan 1, 2016, 91, -11.49
Jan 1, 2016, 92, -11.67
Jan 1, 2016, 93, -11.85
Jan 1, 2016, 94, -12.03
Jan 1, 2016, 95, -12.21
Jan 1, 2016, 96, -12.39
Jan 1, 2016, 97, -12.57
Jan 1, 2016, 98, -12.75
Jan 1, 2016, 99, -12.93
Jan 1, 2016, 100, -13.11
Jan 1, 2016, 101, -13.29
Jan 1, 2016, 102, -13.47
Jan 1, 2016, 103, -13.65
Jan 1, 2016, 104, -13.83
Jan 1, 2016, 105, -14.01
Jan 1, 2016, 106, -14.19
Jan 1, 2016, 107, -14.37
Jan 1, 2016, 108, -14.55
Jan 1, 2016, 109, -14.73
Jan 1, 2016, 110, -14.91
Jan 1, 2016, 111, -15.09
Jan 1, 2016, 112, -15.27
Jan 1, 2016, 113, -15.45
Jan 1, 2016, 114, -15.63
Jan 1, 2016, 115, -15.81
Jan 1, 2016, 116, -15.99
Jan 1, 2016, 117, -16.17
Jan 1, 2016, 118, -16.35
Jan 1, 2016, 119, -16.53
Jan 1, 2016, 120, -16.71
Jan 1, 2016, 121, -16.89
Jan 1, 2016, 122, -17.07
Jan 1, 2016, 123, -17.25
Jan 1, 2016, 124, -17.43
Jan 1, 2016, 125, -17.61
Jan 1, 2016, 126, -17.79
Jan 1, 2016, 127, -17.97
Jan 1, 2016, 128, -18.15
Jan 1, 2016, 129, -18.33
Jan 1, 2016, 130, -18.51
Jan 1, 2016, 131, -18.69
Jan 1, 2016, 132, -18.87
Jan 1, 2016, 133, -19.05
Jan 1, 2016, 134, -19.23
Jan 1, 2016, 135, -19.41
Jan 1, 2016, 136, -19.59
Jan 1, 2016, 137, -19.77
Jan 1, 2016, 138, -19.95
Jan 1, 2016, 139, -20.13
Jan 1, 2016, 140, -20.31
Jan 1, 2016, 141, -20.49
Jan 1, 2016, 142, -20.67
Jan 1, 2016, 143, -20.85
Jan 1, 2016, 144, -20.93
