timestamp,year,month,day,week_bucket,season,period,value,quality_flag
2016-01-01T00:00,2016,1,1,1,winter,night,114.54,normal
2016-01-01T01:00,2016,1,1,1,winter,night,114.54,normal
2016-01-01T02:00,2016,1,1,1,winter,night,114.59,normal
2016-01-01T03:00,2016,1,1,1,winter,night,114.55,normal
2016-01-01T04:00,2016,1,1,1,winter,night,114.48,normal
2016-01-01T05:00,2016,1,1,1,winter,night,114.58,normal
2016-01-01T06:00,2016,1,1,1,winter,day,114.55,normal
2016-01-01T07:00,2016,1,1,1,winter,day,114.55,normal
2016-01-01T08:00,2016,1,1,1,winter,day,114.57,normal
2016-01-01T09:00,2016,1,1,1,winter,day,114.57,normal
2016-01-01T10:00,2016,1,1,1,winter,day,114.62,normal
2016-01-01T11:00,2016,1,1,1,winter,day,114.59,normal
2016-01-01T12:00,2016,1,1,1,winter,day,114.55,normal
2016-01-01T13:00,2016,1,1,1,winter,day,114.5,normal
2016-01-01T14:00,2016,1,1,1,winter,day,114.48,normal
2016-01-01T15:00,2016,1,1,1,winter,day,114.55,normal
2016-01-01T16:00,2016,1,1,1,winter,day,114.61,normal
2016-01-01T17:00,2016,1,1,1,winter,day,114.54,normal
2016-01-01T18:00,2016,1,1,1,winter,night,114.53,normal
2016-01-01T19:00,2016,1,1,1,winter,night,114.56,normal
2016-01-01T20:00,2016,1,1,1,winter,night,114.45,normal
2016-01-01T21:00,2016,1,1,1,winter,night,114.52,normal
2016-01-01T22:00,2016,1,1,1,winter,night,114.57,normal
2016-01-01T23:00,2016,1,1,1,winter,night,114.59,normal
2016-01-02T00:00,2016,1,2,1,winter,night,115.0,normal
2016-01-02T01:00,2016,1,2,1,winter,night,115.0,normal
2016-01-02T02:00,2016,1,2,1,winter,night,115.04,normal
2016-01-02T03:00,2016,1,2,1,winter,night,114.92,normal
2016-01-02T04:00,2016,1,2,1,winter,night,115.03,normal
2016-01-02T05:00,2016,1,2,1,winter,night,114.9,normal
2016-01-02T06:00,2016,1,2,1,winter,day,114.83,normal
2016-01-02T07:00,2016,1,2,1,winter,day,114.96,normal
2016-01-02T08:00,2016,1,2,1,winter,day,114.93,normal
2016-01-02T09:00,2016,1,2,1,winter,day,115.05,normal
2016-01-02T10:00,2016,1,2,1,winter,day,115.03,normal
2016-01-02T11:00,2016,1,2,1,winter,day,114.91,normal
2016-01-02T12:00,2016,1,2,1,winter,day,115.03,normal
2016-01-02T13:00,2016,1,2,1,winter,day,114.91,normal
2016-01-02T14:00,2016,1,2,1,winter,day,114.97,normal
2016-01-02T15:00,2016,1,2,1,winter,day,114.95,normal
2016-01-02T16:00,2016,1,2,1,winter,day,114.98,normal
2016-01-02T17:00,2016,1,2,1,winter,day,115.02,normal
2016-01-02T18:00,2016,1,2,1,winter,night,115.01,normal
2016-01-02T19:00,2016,1,2,1,winter,night,114.99,normal
2016-01-02T20:00,2016,1,2,1,winter,night,115.01,normal
2016-01-02T21:00,2016,1,2,1,winter,night,115.0,normal
2016-01-02T22:00,2016,1,2,1,winter,night,114.93,normal
2016-01-02T23:00,2016,1,2,1,winter,night,114.93,normal
2016-01-03T00:00,2016,1,3,1,winter,night,115.5,normal
2016-01-03T01:00,2016,1,3,1,winter,night,115.47,normal
2016-01-03T02:00,2016,1,3,1,winter,night,115.61,normal
2016-01-03T03:00,2016,1,3,1,winter,night,115.44,normal
2016-01-03T04:00,2016,1,3,1,winter,night,115.43,normal
2016-01-03T05:00,2016,1,3,1,winter,night,115.53,normal
2016-01-03T06:00,2016,1,3,1,winter,day,115.57,normal
2016-01-03T07:00,2016,1,3,1,winter,day,115.52,normal
2016-01-03T08:00,2016,1,3,1,winter,day,115.53,normal
2016-01-03T09:00,2016,1,3,1,winter,day,115.57,normal
2016-01-03T10:00,2016,1,3,1,winter,day,115.48,normal
2016-01-03T11:00,2016,1,3,1,winter,day,115.4,normal
2016-01-03T12:00,2016,1,3,1,winter,day,115.45,normal
2016-01-03T13:00,2016,1,3,1,winter,day,115.53,normal
2016-01-03T14:00,2016,1,3,1,winter,day,115.39,normal
2016-01-03T15:00,2016,1,3,1,winter,day,115.47,normal
2016-01-03T16:00,2016,1,3,1,winter,day,115.48,normal
2016-01-03T17:00,2016,1,3,1,winter,day,115.44,normal
2016-01-03T18:00,2016,1,3,1,winter,night,115.5,normal
2016-01-03T19:00,2016,1,3,1,winter,night,115.49,normal
2016-01-03T20:00,2016,1,3,1,winter,night,115.59,normal
2016-01-03T21:00,2016,1,3,1,winter,night,115.5,normal
2016-01-03T22:00,2016,1,3,1,winter,night,115.43,normal
2016-01-03T23:00,2016,1,3,1,winter,night,115.44,normal
2016-01-04T00:00,2016,1,4,1,winter,night,114.54,normal
2016-01-04T01:00,2016,1,4,1,winter,night,114.44,normal
2016-01-04T02:00,2016,1,4,1,winter,night,114.48,normal
2016-01-04T03:00,2016,1,4,1,winter,night,114.54,normal
2016-01-04T04:00,2016,1,4,1,winter,night,114.44,normal
2016-01-04T05:00,2016,1,4,1,winter,night,114.47,normal
2016-01-04T06:00,2016,1,4,1,winter,day,114.36,normal
2016-01-04T07:00,2016,1,4,1,winter,day,114.42,normal
2016-01-04T08:00,2016,1,4,1,winter,day,114.45,normal
2016-01-04T09:00,2016,1,4,1,winter,day,114.51,normal
2016-01-04T10:00,2016,1,4,1,winter,day,114.56,normal
2016-01-04T11:00,2016,1,4,1,winter,day,114.48,normal
2016-01-04T12:00,2016,1,4,1,winter,day,114.49,normal
2016-01-04T13:00,2016,1,4,1,winter,day,114.48,normal
2016-01-04T14:00,2016,1,4,1,winter,day,114.54,normal
