timestamp,year,month,day,week_bucket,season,period,value,quality_flag
2016-01-01T00:00,2016,1,1,1,winter,night,259.48,normal
2016-01-01T01:00,2016,1,1,1,winter,night,259.49,normal
2016-01-01T02:00,2016,1,1,1,winter,night,259.55,normal
2016-01-01T03:00,2016,1,1,1,winter,night,259.5,normal
2016-01-01T04:00,2016,1,1,1,winter,night,259.41,normal
2016-01-01T05:00,2016,1,1,1,winter,night,259.53,normal
2016-01-01T06:00,2016,1,1,1,winter,day,259.49,normal
2016-01-01T07:00,2016,1,1,1,winter,day,259.49,normal
2016-01-01T08:00,2016,1,1,1,winter,day,259.51,normal
2016-01-01T09:00,2016,1,1,1,winter,day,259.51,normal
2016-01-01T10:00,2016,1,1,1,winter,day,259.57,normal
2016-01-01T11:00,2016,1,1,1,winter,day,259.53,normal
2016-01-01T12:00,2016,1,1,1,winter,day,259.49,normal
2016-01-01T13:00,2016,1,1,1,winter,day,259.43,normal
2016-01-01T14:00,2016,1,1,1,winter,day,259.4,normal
2016-01-01T15:00,2016,1,1,1,winter,day,259.49,normal
2016-01-01T16:00,2016,1,1,1,winter,day,259.56,normal
2016-01-01T17:00,2016,1,1,1,winter,day,259.47,normal
2016-01-01T18:00,2016,1,1,1,winter,night,259.47,normal
2016-01-01T19:00,2016,1,1,1,winter,night,259.51,normal
2016-01-01T20:00,2016,1,1,1,winter,night,259.38,normal
2016-01-01T21:00,2016,1,1,1,winter,night,259.46,normal
2016-01-01T22:00,2016,1,1,1,winter,night,259.52,normal
2016-01-01T23:00,2016,1,1,1,winter,night,259.55,normal
2016-01-02T00:00,2016,1,2,1,winter,night,259.59,normal
2016-01-02T01:00,2016,1,2,1,winter,night,259.58,normal
2016-01-02T02:00,2016,1,2,1,winter,night,259.62,normal
2016-01-02T03:00,2016,1,2,1,winter,night,259.51,normal
2016-01-02T04:00,2016,1,2,1,winter,night,259.61,normal
2016-01-02T05:00,2016,1,2,1,winter,night,259.48,normal
2016-01-02T06:00,2016,1,2,1,winter,day,259.42,normal
