timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,159.643,360.0
2016-01-01 01:00:00,319.286,361.0
2016-01-01 02:00:00,319.286,362.5
2016-01-01 03:00:00,319.286,363.0
2016-01-01 04:00:00,319.286,362.0
2016-01-01 05:00:00,319.286,361.5
2016-01-01 06:00:00,319.286,360.5
2016-01-01 07:00:00,319.286,359.0
2016-01-01 08:00:00,319.286,360.0
2016-01-01 09:00:00,319.286,361.0
2016-01-01 10:00:00,319.286,362.0
2016-01-01 11:00:00,319.286,363.5
2016-01-01 12:00:00,319.286,364.0
2016-01-01 13:00:00,319.286,363.0
2016-01-01 14:00:00,319.286,362.0
2016-01-01 15:00:00,319.286,361.0
2016-01-01 16:00:00,319.286,360.5
2016-01-01 17:00:00,319.286,359.5
2016-01-01 18:00:00,319.286,360.0
2016-01-01 19:00:00,319.286,361.5
2016-01-01 20:00:00,319.286,362.0
2016-01-01 21:00:00,319.286,363.0
2016-01-01 22:00:00,319.286,362.5
2016-01-01 23:00:00,319.286,361.0
2016-01-02 00:00:00,321.774,360.0
2016-01-02 01:00:00,312.143,361.0
2016-01-02 02:00:00,307.25,362.5
2016-01-02 03:00:00,305.75,363.0
2016-01-02 04:00:00,228.5,362.0
2016-01-02 05:00:00,324.262,361.5
2016-01-02 06:00:00,324.262,360.5
2016-01-02 07:00:00,324.262,359.0
2016-01-02 08:00:00,324.262,360.0
2016-01-02 09:00:00,324.262,361.0
2016-01-02 10:00:00,324.262,362.0
2016-01-02 11:00:00,324.262,363.5
2016-01-02 12:00:00,324.262,364.0
2016-01-02 13:00:00,324.262,363.0
2016-01-02 14:00:00,324.262,362.0
2016-01-02 15:00:00,324.262,361.0
2016-01-02 16:00:00,324.262,360.5
2016-01-02 17:00:00,324.262,359.5
2016-01-02 18:00:00,324.262,360.0
2016-01-02 19:00:00,324.262,361.5
2016-01-02 20:00:00,324.262,362.0
2016-01-02 21:00:00,324.262,363.0
2016-01-02 22:00:00,324.262,362.5
2016-01-02 23:00:00,324.262,361.0
2016-01-03 00:00:00,316.256,360.0
2016-01-03 01:00:00,314.381,361.0
2016-01-03 02:00:00,301.125,362.5
2016-01-03 03:00:00,303.125,363.0
2016-01-03 04:00:00,304.75,362.0
2016-01-03 05:00:00,305.125,361.5
2016-01-03 06:00:00,306.875,360.5
2016-01-03 07:00:00,305.625,359.0
2016-01-03 08:00:00,307.625,360.0
2016-01-03 09:00:00,310.25,361.0
2016-01-03 10:00:00,316.375,362.0
2016-01-03 11:00:00,315.625,363.5
2016-01-03 12:00:00,316.25,364.0
2016-01-03 13:00:00,330.125,363.0
2016-01-03 14:00:00,324.625,362.0
2016-01-03 15:00:00,328.25,361.0
2016-01-03 16:00:00,324.5,360.5
2016-01-03 17:00:00,324.375,359.5
2016-01-03 18:00:00,323.875,360.0
2016-01-03 19:00:00,321.875,361.5
2016-01-03 20:00:00,317.375,362.0
2016-01-03 21:00:00,320.125,363.0
2016-01-03 22:00:00,313.625,362.5
2016-01-03 23:00:00,309.125,361.0
2016-01-04 00:00:00,297.125,360.0
2016-01-04 01:00:00,303.0,361.0
2016-01-04 02:00:00,304.75,362.5
2016-01-04 03:00:00,309.75,363.0
2016-01-04 04:00:00,307.125,362.0
2016-01-04 05:00:00,307.0,361.5
2016-01-04 06:00:00,322.25,360.5
2016-01-04 07:00:00,326.25,359.0
2016-01-04 08:00:00,316.625,360.0
2016-01-04 09:00:00,343.0,361.0
2016-01-04 10:00:00,360.5,362.0
2016-01-04 11:00:00,385.0,363.5
2016-01-04 12:00:00,409.375,364.0
2016-01-04 13:00:00,409.5,363.0
2016-01-04 14:00:00,400.5,362.0
2016-01-04 15:00:00,402.75,361.0
2016-01-04 16:00:00,398.75,360.5
2016-01-04 17:00:00,397.125,359.5
2016-01-04 18:00:00,380.125,360.0
2016-01-04 19:00:00,361.125,361.5
2016-01-04 20:00:00,337.25,362.0
2016-01-04 21:00:00,327.0,363.0
2016-01-04 22:00:00,308.625,362.5
2016-01-04 23:00:00,300.375,361.0
2016-01-05 00:00:00,300.375,360.0
2016-01-05 01:00:00,287.875,361.0
2016-01-05 02:00:00,289.125,362.5
2016-01-05 03:00:00,288.25,363.0
2016-01-05 04:00:00,286.625,362.0
2016-01-05 05:00:00,288.75,361.5
2016-01-05 06:00:00,300.625,360.5
2016-01-05 07:00:00,304.5,359.0
2016-01-05 08:00:00,301.625,360.0
2016-01-05 09:00:00,322.875,361.0
2016-01-05 10:00:00,324.625,362.0
2016-01-05 11:00:00,315.875,363.5
2016-01-05 12:00:00,413.75,364.0
2016-01-05 13:00:00,406.125,363.0
2016-01-05 14:00:00,404.75,362.0
2016-01-05 15:00:00,413.375,361.0
2016-01-05 16:00:00,417.75,360.5
2016-01-05 17:00:00,400.125,359.5
2016-01-05 18:00:00,388.5,360.0
2016-01-05 19:00:00,368.875,361.5
2016-01-05 20:00:00,360.125,362.0
2016-01-05 21:00:00,337.875,363.0
2016-01-05 22:00:00,322.75,362.5
2016-01-05 23:00:00,314.375,361.0
2016-01-06 00:00:00,336.359,360.0
2016-01-06 01:00:00,359.968,361.0
2016-01-06 02:00:00,359.968,362.5
2016-01-06 03:00:00,359.968,363.0
2016-01-06 04:00:00,359.968,362.0
2016-01-06 05:00:00,359.968,361.5
2016-01-06 06:00:00,359.968,360.5
2016-01-06 07:00:00,359.968,359.0
2016-01-06 08:00:00,359.968,360.0
2016-01-06 09:00:00,359.968,361.0
2016-01-06 10:00:00,359.968,362.0
2016-01-06 11:00:00,359.968,363.5
2016-01-06 12:00:00,359.968,364.0
