timestamp,year,month,day,week_bucket,season,period,value,quality_flag
2016-01-01T00:00,2016,1,1,1,winter,night,48.33,normal
2016-01-01T01:00,2016,1,1,1,winter,night,48.34,normal
2016-01-01T02:00,2016,1,1,1,winter,night,48.36,normal
2016-01-01T03:00,2016,1,1,1,winter,night,48.34,normal
2016-01-01T04:00,2016,1,1,1,winter,night,48.31,normal
2016-01-01T05:00,2016,1,1,1,winter,night,48.35,normal
2016-01-01T06:00,2016,1,1,1,winter,day,48.34,normal
2016-01-01T07:00,2016,1,1,1,winter,day,48.34,normal
2016-01-01T08:00,2016,1,1,1,winter,day,48.35,normal
2016-01-01T09:00,2016,1,1,1,winter,day,48.36,normal
2016-01-01T10:00,2016,1,1,1,winter,day,48.38,normal
2016-01-01T11:00,2016,1,1,1,winter,day,48.37,normal
2016-01-01T12:00,2016,1,1,1,winter,day,48.36,normal
2016-01-01T13:00,2016,1,1,1,winter,day,48.34,normal
2016-01-01T14:00,2016,1,1,1,winter,day,48.33,normal
2016-01-01T15:00,2016,1,1,1,winter,day,48.35,normal
2016-01-01T16:00,2016,1,1,1,winter,day,48.37,normal
2016-01-01T17:00,2016,1,1,1,winter,day,48.33,normal
2016-01-01T18:00,2016,1,1,1,winter,night,48.33,normal
2016-01-01T19:00,2016,1,1,1,winter,night,48.34,normal
2016-01-01T20:00,2016,1,1,1,winter,night,48.3,normal
2016-01-01T21:00,2016,1,1,1,winter,night,48.32,normal
2016-01-01T22:00,2016,1,1,1,winter,night,48.34,normal
2016-01-01T23:00,2016,1,1,1,winter,night,48.35,normal
2016-01-02T00:00,2016,1,2,1,winter,night,48.39,normal
2016-01-02T01:00,2016,1,2,1,winter,night,48.39,normal
2016-01-02T02:00,2016,1,2,1,winter,night,48.41,normal
2016-01-02T03:00,2016,1,2,1,winter,night,48.37,normal
2016-01-02T04:00,2016,1,2,1,winter,night,48.4,normal
2016-01-02T05:00,2016,1,2,1,winter,night,48.36,normal
2016-01-02T06:00,2016,1,2,1,winter,day,48.33,normal
2016-01-02T07:00,2016,1,2,1,winter,day,48.38,normal
2016-01-02T08:00,2016,1,2,1,winter,day,48.38,normal
2016-01-02T09:00,2016,1,2,1,winter,day,48.42,normal
2016-01-02T10:00,2016,1,2,1,winter,day,48.42,normal
2016-01-02T11:00,2016,1,2,1,winter,day,48.38,normal
2016-01-02T12:00,2016,1,2,1,winter,day,48.42,normal
2016-01-02T13:00,2016,1,2,1,winter,day,48.38,normal
2016-01-02T14:00,2016,1,2,1,winter,day,48.4,normal
2016-01-02T15:00,2016,1,2,1,winter,day,48.39,normal
2016-01-02T16:00,2016,1,2,1,winter,day,48.39,normal
2016-01-02T17:00,2016,1,2,1,winter,day,48.4,normal
2016-01-02T18:00,2016,1,2,1,winter,night,48.39,normal
2016-01-02T19:00,2016,1,2,1,winter,night,48.39,normal
2016-01-02T20:00,2016,1,2,1,winter,night,48.39,normal
2016-01-02T21:00,2016,1,2,1,winter,night,48.39,normal
2016-01-02T22:00,2016,1,2,1,winter,night,48.37,normal
2016-01-02T23:00,2016,1,2,1,winter,night,48.37,normal
2016-01-03T00:00,2016,1,3,1,winter,night,48.44,normal
2016-01-03T01:00,2016,1,3,1,winter,night,48.43,normal
2016-01-03T02:00,2016,1,3,1,winter,night,48.49,normal
2016-01-03T03:00,2016,1,3,1,winter,night,48.42,normal
2016-01-03T04:00,2016,1,3,1,winter,night,48.42,normal
2016-01-03T05:00,2016,1,3,1,winter,night,48.46,normal
2016-01-03T06:00,2016,1,3,1,winter,day,48.47,normal
2016-01-03T07:00,2016,1,3,1,winter,day,48.46,normal
2016-01-03T08:00,2016,1,3,1,winter,day,48.47,normal
2016-01-03T09:00,2016,1,3,1,winter,day,48.48,normal
2016-01-03T10:00,2016,1,3,1,winter,day,48.45,normal
2016-01-03T11:00,2016,1,3,1,winter,day,48.42,normal
2016-01-03T12:00,2016,1,3,1,winter,day,48.44,normal
2016-01-03T13:00,2016,1,3,1,winter,day,48.47,normal
2016-01-03T14:00,2016,1,3,1,winter,day,48.41,normal
2016-01-03T15:00,2016,1,3,1,winter,day,48.44,normal
2016-01-03T16:00,2016,1,3,1,winter,day,48.44,normal
2016-01-03T17:00,2016,1,3,1,winter,day,48.42,normal
2016-01-03T18:00,2016,1,3,1,winter,night,48.44,normal
2016-01-03T19:00,2016,1,3,1,winter,night,48.44,normal
2016-01-03T20:00,2016,1,3,1,winter,night,48.48,normal
2016-01-03T21:00,2016,1,3,1,winter,night,48.44,normal
2016-01-03T22:00,2016,1,3,1,winter,night,48.42,normal
2016-01-03T23:00,2016,1,3,1,winter,night,48.42,normal
2016-01-04T00:00,2016,1,4,1,winter,night,48.49,normal
2016-01-04T01:00,2016,1,4,1,winter,night,48.46,normal
2016-01-04T02:00,2016,1,4,1,winter,night,48.47,normal
2016-01-04T03:00,2016,1,4,1,winter,night,48.49,normal
2016-01-04T04:00,2016,1,4,1,winter,night,48.46,normal
2016-01-04T05:00,2016,1,4,1,winter,night,48.47,normal
2016-01-04T06:00,2016,1,4,1,winter,day,48.44,normal
2016-01-04T07:00,2016,1,4,1,winter,day,48.45,normal
2016-01-04T08:00,2016,1,4,1,winter,day,48.47,normal
2016-01-04T09:00,2016,1,4,1,winter,day,48.49,normal
2016-01-04T10:00,2016,1,4,1,winter,day,48.51,normal
2016-01-04T11:00,2016,1,4,1,winter,day,48.48,normal
2016-01-04T12:00,2016,1,4,1,winter,day,48.48,normal
2016-01-04T13:00,2016,1,4,1,winter,day,48.48,normal
2016-01-04T14:00,2016,1,4,1,winter,day,48.5,normal
2016-01-04T15:00,2016,1,4,1,winter,day,48.49,normal
2016-01-04T16:00,2016,1,4,1,winter,day,48.47,normal
2016-01-04T17:00,2016,1,4,1,winter,day,48.44,normal
2016-01-04T18:00,2016,1,4,1,winter,night,48.48,normal
2016-01-04T19:00,2016,1,4,1,winter,night,48.47,normal
2016-01-04T20:00,2016,1,4,1,winter,night,48.49,normal
2016-01-04T21:00,2016,1,4,1,winter,night,48.46,normal
2016-01-04T22:00,2016,1,4,1,winter,night,48.51,normal
2016-01-04T23:00,2016,1,4,1,winter,night,48.46,normal
2016-01-05T00:00,2016,1,5,1,winter,night,48.55,normal
2016-01-05T01:00,2016,1,5,1,winter,night,48.54,normal
2016-01-05T02:00,2016,1,5,1,winter,night,48.53,normal
