timestamp,year,month,day,week_bucket,season,period,value,quality_flag
2016-01-01T00:00,2016,1,1,1,winter,night,172.75,normal
2016-01-01T01:00,2016,1,1,1,winter,night,172.76,normal
2016-01-01T02:00,2016,1,1,1,winter,night,172.87,normal
2016-01-01T03:00,2016,1,1,1,winter,night,172.77,normal
2016-01-01T04:00,2016,1,1,1,winter,night,172.61,normal
2016-01-01T05:00,2016,1,1,1,winter,night,172.83,normal
2016-01-01T06:00,2016,1,1,1,winter,day,172.76,normal
2016-01-01T07:00,2016,1,1,1,winter,day,172.77,normal
2016-01-01T08:00,2016,1,1,1,winter,day,172.81,normal
2016-01-01T09:00,2016,1,1,1,winter,day,172.82,normal
2016-01-01T10:00,2016,1,1,1,winter,day,172.92,normal
2016-01-01T11:00,2016,1,1,1,winter,day,172.85,normal
2016-01-01T12:00,2016,1,1,1,winter,day,172.78,normal
2016-01-01T13:00,2016,1,1,1,winter,day,172.67,normal
2016-01-01T14:00,2016,1,1,1,winter,day,172.63,normal
2016-01-01T15:00,2016,1,1,1,winter,day,172.78,normal
2016-01-01T16:00,2016,1,1,1,winter,day,172.9,normal
2016-01-01T17:00,2016,1,1,1,winter,day,172.75,normal
2016-01-01T18:00,2016,1,1,1,winter,night,172.73,normal
2016-01-01T19:00,2016,1,1,1,winter,night,172.81,normal
2016-01-01T20:00,2016,1,1,1,winter,night,172.57,normal
2016-01-01T21:00,2016,1,1,1,winter,night,172.71,normal
2016-01-01T22:00,2016,1,1,1,winter,night,172.81,normal
2016-01-01T23:00,2016,1,1,1,winter,night,172.87,normal
2016-01-02T00:00,2016,1,2,1,winter,night,173.22,normal
2016-01-02T01:00,2016,1,2,1,winter,night,173.21,normal
2016-01-02T02:00,2016,1,2,1,winter,night,173.29,normal
2016-01-02T03:00,2016,1,2,1,winter,night,173.04,normal
2016-01-02T04:00,2016,1,2,1,winter,night,173.27,normal
2016-01-02T05:00,2016,1,2,1,winter,night,172.99,normal
2016-01-02T06:00,2016,1,2,1,winter,day,172.84,normal
2016-01-02T07:00,2016,1,2,1,winter,day,173.12,normal
2016-01-02T08:00,2016,1,2,1,winter,day,173.07,normal
2016-01-02T09:00,2016,1,2,1,winter,day,173.31,normal
2016-01-02T10:00,2016,1,2,1,winter,day,173.27,normal
2016-01-02T11:00,2016,1,2,1,winter,day,173.01,normal
2016-01-02T12:00,2016,1,2,1,winter,day,173.28,normal
2016-01-02T13:00,2016,1,2,1,winter,day,173.02,normal
2016-01-02T14:00,2016,1,2,1,winter,day,173.14,normal
2016-01-02T15:00,2016,1,2,1,winter,day,173.11,normal
2016-01-02T16:00,2016,1,2,1,winter,day,173.16,normal
2016-01-02T17:00,2016,1,2,1,winter,day,173.25,normal
2016-01-02T18:00,2016,1,2,1,winter,night,173.22,normal
2016-01-02T19:00,2016,1,2,1,winter,night,173.19,normal
2016-01-02T20:00,2016,1,2,1,winter,night,173.23,normal
2016-01-02T21:00,2016,1,2,1,winter,night,173.21,normal
2016-01-02T22:00,2016,1,2,1,winter,night,173.07,normal
2016-01-02T23:00,2016,1,2,1,winter,night,173.06,normal
2016-01-03T00:00,2016,1,3,1,winter,night,172.98,normal
2016-01-03T01:00,2016,1,3,1,winter,night,172.88,normal
2016-01-03T02:00,2016,1,3,1,winter,night,173.26,normal
2016-01-03T03:00,2016,1,3,1,winter,night,172.81,normal
2016-01-03T04:00,2016,1,3,1,winter,night,172.78,normal
2016-01-03T05:00,2016,1,3,1,winter,night,173.05,normal
2016-01-03T06:00,2016,1,3,1,winter,day,173.15,normal
2016-01-03T07:00,2016,1,3,1,winter,day,173.01,normal
2016-01-03T08:00,2016,1,3,1,winter,day,173.06,normal
2016-01-03T09:00,2016,1,3,1,winter,day,173.14,normal
2016-01-03T10:00,2016,1,3,1,winter,day,172.91,normal
2016-01-03T11:00,2016,1,3,1,winter,day,172.71,normal
2016-01-03T12:00,2016,1,3,1,winter,day,172.83,normal
2016-01-03T13:00,2016,1,3,1,winter,day,173.04,normal
2016-01-03T14:00,2016,1,3,1,winter,day,172.69,normal
2016-01-03T15:00,2016,1,3,1,winter,day,172.89,normal
2016-01-03T16:00,2016,1,3,1,winter,day,172.92,normal
2016-01-03T17:00,2016,1,3,1,winter,day,172.83,normal
2016-01-03T18:00,2016,1,3,1,winter,night,172.98,normal
2016-01-03T19:00,2016,1,3,1,winter,night,172.96,normal
2016-01-03T20:00,2016,1,3,1,winter,night,173.22,normal
2016-01-03T21:00,2016,1,3,1,winter,night,172.98,normal
2016-01-03T22:00,2016,1,3,1,winter,night,172.81,normal
2016-01-03T23:00,2016,1,3,1,winter,night,172.82,normal
2016-01-04T00:00,2016,1,4,1,winter,night,173.36,normal
2016-01-04T01:00,2016,1,4,1,winter,night,173.18,normal
2016-01-04T02:00,2016,1,4,1,winter,night,173.25,normal
2016-01-04T03:00,2016,1,4,1,winter,night,173.35,normal
2016-01-04T04:00,2016,1,4,1,winter,night,173.18,normal
2016-01-04T05:00,2016,1,4,1,winter,night,173.24,normal
2016-01-04T06:00,2016,1,4,1,winter,day,173.05,normal
2016-01-04T07:00,2016,1,4,1,winter,day,173.14,normal
2016-01-04T08:00,2016,1,4,1,winter,day,173.2,normal
2016-01-04T09:00,2016,1,4,1,winter,day,173.31,normal
2016-01-04T10:00,2016,1,4,1,winter,day,173.4,normal
2016-01-04T11:00,2016,1,4,1,winter,day,173.25,normal
2016-01-04T12:00,2016,1,4,1,winter,day,173.28,normal
2016-01-04T13:00,2016,1,4,1,winter,day,173.26,normal
2016-01-04T14:00,2016,1,4,1,winter,day,173.36,normal
