2016-01-01,00:00,200
2016-01-01,01:00,220
2016-01-01,02:00,210
2016-01-01,03:00,190
2016-01-01,04:00,180
2016-01-01,05:00,170
2016-01-01,06:00,190
2016-01-01,07:00,250
2016-01-01,08:00,300
2016-01-01,09:00,400
2016-01-01,10:00,500
2016-01-01,11:00,600
2016-01-01,12:00,700
2016-01-01,13:00,650
2016-01-01,14:00,600
2016-01-01,15:00,500
2016-01-01,16:00,400
2016-01-01,17:00,300
2016-01-01,18:00,250
2016-01-01,19:00,200
2016-01-01,20:00,150
2016-01-01,21:00,120
2016-01-01,22:00,90
2016-01-01,23:00,70
