Here is the generated building sensor data for electrical metering, with date and electrical measurement in kWh, on each line separated by a comma:

01 January 2016, 0
02 January 2016, 0
03 January 2016, 0
04 January 2016, 1.4
05 January 2016, 2.8
06 January 2016, 3.7
07 January 2016, 5
08 January 2016, 6.9
09 January 2016, 8.6
10 January 2016, 11.1
11 January 2016, 13.2
12 January 2016, 15.4
13 January 2016, 17.7
14 January 2016, 20.3
15 January 2016, 23.8
16 January 2016, 27.5
17 January 2016, 31.2
18 January 2016, 35
19 January 2016, 38.9
20 January 2016, 42.7
21 January 2016, 47.1
22 January 2016, 51.6
23 January 2016, 55.5
24 January 2016, 59.2
25 January 2016, 63.2
26 January 2016, 67.4
27 January 2016, 71.7
28 January 2016, 76.3
29 January 2016, 81.1
30 January 2016, 85.9
31 January 2016, 90.8
01 February 2016, 95.9
02 February 2016, 101.2
03 February 2016, 106.7
04 February 2016, 112.5
05 February 2016, 118.4
06 February 2016, 124.3
07 February 2016, 130.3
08 February 2016, 136.5
09 February 2016, 143
10 February 2016, 149.5
11 February 2016, 156
12 February 2016, 162.4
13 February 2016, 169
14 February 2016, 175.3
15 February 2016, 181.7
16 February 2016, 188.2
17 February 2016, 194.9
18 February 2016, 202
19 February 2016, 209.4
20 February 2016, 216.8
21 February 2016, 224.1
22 February 2016, 231.5
23 February 2016, 239
24 February 2016, 246.4
25 February 2016, 254
26 February 2016, 261.5
27 February 2016, 269
28 February 2016, 276.3
29 February 2016, 283.7
01 March 2016, 291.2
02 March 2016, 298.8
03 March 2016, 306.5
04 March 2016, 314.4
05 March 2016, 322.3
06 March 2016, 330.2
07 March 2016, 338.1
08 March 2016, 346.1
09 March 2016, 354.1
10 March 2016, 362.1
11 March 2016, 370.3
12 March 2016, 378.4
13 March 2016, 386.5
14 March 2016, 394.7
15 March 2016, 403.1
16 March 2016, 411.5
17 March 2016, 420
18 March 2016, 428.6
19 March 2016, 437.3
20 March 2016, 446.2
21 March 2016, 455.4
22 March 2016, 464.8
23 March 2016, 474.1
24 March 2016, 483.5
25 March 2016, 493.2
26 March 2016, 503
27 March 2016, 512.9
28 March 2016, 522.7
29 March 2016, 532.8
30 March 2016, 543.1
31 March 2016, 553.5
01 April 2016, 564
02 April 2016, 574.4
03 April 2016, 584.9
04 April 2016, 595.3
05 April 2016, 606
06 April 2016, 616.2
07 April 2016, 626.8
08 April 2016, 637.5
09 April 2016, 648.4
10 April 2016, 659.1
11 April 2016, 669.9
12 April 2016, 680.7
13 April 2016, 691.4
14 April 2016, 702.3
15 April 2016, 713.2
16 April 2016, 724.1
17 April 2016, 735.1
18 April 2016, 746.3
19 April 2016, 757.5
20 April 2016, 769
21 April 2016, 780.4
22 April 2016, 791.8
23 April 2016, 803.2
24 April 2016, 814.7
25 April 2016, 826.3
26 April 2016, 838
27 April 2016, 849.7
28 April 2016, 861.4
29 April 2016, 873.1
30 April 2016, 885
31 April 2016, 896.8
01 May 2016, 908.3
02 May 2016, 920
03 May 2016, 931.9
04 May 2016, 943.4
05 May 2016, 955
06 May 2016, 966.2
07 May 2016, 977.7
08 May 2016, 989.3
09 May 2016, 1001
10 May 2016, 1012.9
11 May 2016, 1024
12 May 2016, 1035.8
13 May 2016, 1047.7
14 May 2016, 1059.6
15 May 2016, 1071.5
16 May 2016, 1083.2
17 May 2016, 1094.9
18 May 2016, 1106.7
19 May 2016, 1118.3
20 May 2016, 1130.3
21 May 2016, 1142.1
22 May 2016, 1153.5
23 May 2016, 1164.9
24 May 2016, 1176.3
25 May 2016, 1187.7
26 May 2016, 1199.2
27 May 2016, 1210.8
28 May 2016, 1221.5
29 May 2016, 1232.4
30 May 2016, 1243.2
31 May 2016, 1254
01 June 2016, 1264.7
02 June 2016, 1274.9
03 June 2016, 1285
04 June 2016, 1295.1
05 June 2016, 1305.3
06 June 2016, 1314.8
07 June 2016, 1323.7
08 June 2016, 1332.7
09 June 2016, 1341.9
10 June 2016, 1350.3
11 June 2016, 1360
12 June 2016, 1370.4
13 June 2016, 1380.8
14 June 2016, 1391
15 June 2016, 1402
16 June 2016, 1413
17 June 2016, 1425
18 June 2016, 1437
19 June 2016, 1449
20 June 2016, 1461
21 June 2016, 1474
22 June 2016, 1487
23 June 2016, 1499.2
24 June 2016, 1512
25 June 2016, 1525.8
26 June 2016, 1539.3
27 June 2016, 1552.1
28 June 2016, 1564.7
29 June 2016, 1577.2
30 June 2016, 1590
31 June 2016, 1603
