I can simulate building sensor data for you. I'll generate electrical metering data for a 10000 sq feet building starting from 01 January 2016, at 1-hour intervals.

Here is the data:

01/01/2016,11:00 AM,2.4
01/01/2016,12:00 PM,3.5
01/01/2016,1:00 PM,4.8
01/01/2016,2:00 PM,7.0
01/01/2016,3:00 PM,9.4
01/01/2016,4:00 PM,12.0
01/01/2016,5:00 PM,14.5
01/01/2016,6:00 PM,17.1
01/01/2016,7:00 PM,20.2
01/01/2016,8:00 PM,22.9
01/01/2016,9:00 PM,25.5
01/01/2016,10:00 AM,28.1
01/01/2016,11:00 AM,30.7
01/01/2016,12:00 PM,33.2
01/01/2016,1:00 PM,35.8
01/01/2016,2:00 PM,38.4
01/01/2016,3:00 PM,41.0
01/01/2016,4:00 PM,43.7
01/01/2016,5:00 PM,46.4
01/01/2016,6:00 PM,49.1
01/01/2016,7:00 PM,52.0
01/01/2016,8:00 PM,55.0
01/01/2016,9:00 PM,57.9
01/01/2016,10:00 AM,60.8
01/01/2016,11:00 AM,63.5
01/01/2016,12:00 PM,66.2
01/01/2016,1:00 PM,68.9
01/01/2016,2:00 PM,71.7
01/01/2016,3:00 PM,74.5
01/01/2016,4:00 PM,77.4
01/01/2016,5:00 PM,80.3
01/01/2016,6:00 PM,83.2
01/01/2016,7:00 PM,86.1
01/01/2016,8:00 PM,89.0
01/01/2016,9:00 PM,92.0
01/01/2016,10:00 AM,95.0
01/01/2016,11:00 AM,98.0
01/01/2016,12:00 PM,101.1
01/02/2016,1:00 PM,104.2
01/02/2016,2:00 PM,107.3
01/02/2016,3:00 PM,110.4
01/02/2016,4:00 PM,113.5
01/02/2016,5:00 PM,116.6
01/02/2016,6:00 PM,119.7
01/02/2016,7:00 PM,122.8
01/02/2016,8:00 PM,125.9
01/02/2016,9:00 PM,129.0
01/02/2016,10:00 AM,132.1
01/02/2016,11:00 AM,135.2
01/02/2016,12:00 PM,138.3
01/03/2016,1:00 PM,141.4
01/03/2016,2:00 PM,144.5
01/03/2016,3:00 PM,147.6
01/03/2016,4:00 PM,150.7
01/03/2016,5:00 PM,153.8
01/03/2016,6:00 PM,156.9
01/03/2016,7:00 PM,160.0
01/03/2016,8:00 PM,163.1
01/03/2016,9:00 PM,166.2
01/03/2016,10:00 AM,169.3
01/03/2016,11:00 AM,172.4
01/03/2016,12:00 PM,175.5
01/04/2016,1:00 PM,178.6
01/04/2016,2:00 PM,181.7
01/04/2016,3:00 PM,184.8
01/04/2016,4:00 PM,187.9
01/04/2016,5:00 PM,191.0
01/04/2016,6:00 PM,194.1
01/04/2016,7:00 PM,197.2
01/04/2016,8:00 PM,200.3
01/04/2016,9:00 PM,203.4
01/04/2016,10:00 AM,206.5
01/04/2016,11:00 AM,209.6
01/05/2016,12:00 PM,212.7
01/05/2016,1:00 PM,215.8
01/05/2016,2:00 PM,218.9
01/05/2016,3:00 PM,222.0
01/05/2016,4:00 PM,225.1
01/05/2016,5:00 PM,228.2
01/05/2016,6:00 PM,231.3
01/05/2016,7:00 PM,234.4
01/05/2016,8:00 PM,237.5
01/05/2016,9:00 PM,240.6
01/05/2016,10:00 AM,243.7
01/06/2016,11:00 AM,246.8
01/06/2016,12:00 PM,249.9
01/06/2016,1:00 PM,253.0
01/06/2016,2:00 PM,256.1
01/06/2016,3:00 PM,259.2
01/06/2016,4:00 PM,262.3
01/06/2016,5:00 PM,265.4
01/06/2016,6:00 PM,268.5
01/06/2016,7:00 PM,271.6
01/06/2016,8:00 PM,274.7
01/06/2016,9:00 PM,277.8
01/07/2016,10:00 AM,280.9
01/07/2016,11:00 AM,284.0
01/07/2016,12:00 PM,287.1
01/08/2016,1:00 PM,290.2
01/08/2016,2:00 PM,293.3
01/08/2016,3:00 PM,296.4
01/08/2016,4:00 PM,299.5
01/08/2016,5:00 PM,302.6
01/08/2016,6:00 PM,305.7
01/09/2016,7:00 PM,308.8
01/09/2016,8:00 PM,311.9
01/10/2016,9:00 PM,314.1
01/11/2016,10:00 AM,317.2
01/11/2016,11:00 AM,320.3
01/12/2016,12:00 PM,323.4
01/13/2016,1:00 PM,326.5
01/14/2016,2:00 PM,329.6
01/15/2016,3:00 PM,332.7
01/16/2016,4:00 PM,335.8
01/17/2016,5:00 PM,339.0
01/18/2016,6:00 PM,342.1
01/19/2016,7:00 PM,345.2
01/20/2016,8:00 PM,348.3
01/21/2016,9:00 PM,351.4
01/22/2016,10:00 AM,354.5
01/23/2016,11:00 AM,357.6
01/24/2016,12:00 PM,360.7
01/25/2016,1:00 PM,363.8
01/26/2016,2:00 PM,367.0
01/27/2016,3:00 PM,370.1
01/28/2016,4:00 PM,373.2
01/29/2016,5:00 PM,376.3
01/30/2016,6:00 PM,379.4
01/31/2016,7:00 PM,382.5
02/01/2016,8:00 PM,385.6
02/02/2016,9:00 PM,388.7
02/03/2016,10:00 AM,391.8
02/04/2016,11:00 AM,394.9
02/05/2016,12:00 PM,398.1
