Here is the generated electricity consumption data for the specified building:

01 January 2016,00:00,12.13
01 January 2016,01:00,14.45
01 January 2016,02:00,16.28
01 January 2016,03:00,17.35
01 January 2016,04:00,19.15
01 January 2016,05:00,12.83
01 January 2016,06:00,14.92
01 January 2016,07:00,16.69
01 January 2016,08:00,17.87
01 January 2016,09:00,19.61
01 January 2016,10:00,12.41
01 January 2016,11:00,14.58
01 January 2016,12:00,16.39
01 January 2016,13:00,17.55
01 January 2016,14:00,19.33
01 January 2016,15:00,12.21
01 January 2016,16:00,14.38
01 January 2016,17:00,16.25
01 January 2016,18:00,17.41
01 January 2016,19:00,19.23
01 January 2016,20:00,12.99
01 January 2016,21:00,14.06
01 January 2016,22:00,16.03
01 January 2016,23:00,17.24
02 January 2016,00:00,19.11
02 January 2016,01:00,12.67
02 January 2016,02:00,14.83
02 January 2016,03:00,16.62
02 January 2016,04:00,17.82
02 January 2016,05:00,20.54
02 January 2016,06:00,13.31
02 January 2016,07:00,15.45
02 January 2016,08:00,17.34
02 January 2016,09:00,19.21
02 January 2016,10:00,13.01
02 January 2016,11:00,15.16
02 January 2016,12:00,17.07
02 January 2016,13:00,19.03
02 January 2016,14:00,13.74
02 January 2016,15:00,15.89
02 January 2016,16:00,17.94
02 January 2016,17:00,19.89
02 January 2016,18:00,14.52
02 January 2016,19:00,16.66
02 January 2016,20:00,18.81
02 January 2016,21:00,15.43
02 January 2016,22:00,17.59
02 January 2016,23:00,19.78
03 January 2016,00:00,14.39
03 January 2016,01:00,16.54
03 January 2016,02:00,18.74
03 January 2016,03:00,20.97
03 January 2016,04:00,13.65
03 January 2016,05:00,15.79
03 January 2016,06:00,17.94
03 January 2016,07:00,20.12
03 January 2016,08:00,14.81
03 January 2016,09:00,16.96
03 January 2016,10:00,19.13
03 January 2016,11:00,15.54
03 January 2016,12:00,17.69
03 January 2016,13:00,20.88
03 January 2016,14:00,16.51
03 January 2016,15:00,18.65
03 January 2016,16:00,21.82
03 January 2016,17:00,17.39
03 January 2016,18:00,19.53
03 January 2016,19:00,22.72
03 January 2016,20:00,18.93
03 January 2016,21:00,21.07
03 January 2016,22:00,24.23
03 January 2016,23:00,20.43
04 January 2016,00:00,23.63
04 January 2016,01:00,26.81
04 January 2016,02:00,30.02
04 January 2016,03:00,33.24
04 January 2016,04:00,36.47
04 January 2016,05:00,39.69
04 January 2016,06:00,42.92
04 January 2016,07:00,46.15
04 January 2016,08:00,49.38
04 January 2016,09:00,52.61
04 January 2016,10:00,55.85
04 January 2016,11:00,59.09
04 January 2016,12:00,62.33
04 January 2016,13:00,65.58
04 January 2016,14:00,68.83
04 January 2016,15:00,72.08
04 January 2016,16:00,75.34
04 January 2016,17:00,78.59
04 January 2016,18:00,81.85
04 January 2016,19:00,85.11
04 January 2016,20:00,88.37
04 January 2016,21:00,91.63
04 January 2016,22:00,94.89
05 January 2016,00:00,98.15
06 June 2016,00:00,24.18
07 June 2016,00:00,25.42
08 June 2016,00:00,26.66
09 June 2016,00:00,27.91
10 June 2016,00:00,29.15
11 June 2016,00:00,30.4
12 June 2016,00:00,31.65
13 June 2016,00:00,32.9
14 June 2016,00:00,34.16
15 June 2016,00:00,35.41
16 June 2016,00:00,36.66
17 June 2016,00:00,37.92
18 June 2016,00:00,39.17
19 June 2016,00:00,40.43
20 June 2016,00:00,41.69
21 June 2016,00:00,42.95
22 June 2016,00:00,44.21
23 June 2016,00:00,45.47
24 August 2016,00:00,34.31
25 August 2016,00:00,35.56
26 August 2016,00:00,36.81
27 August 2016,00:00,38.07
28 August 2016,00:00,39.33
29 August 2016,00:00,40.59
30 August 2016,00:00,41.85
31 December 2016,00:00,11.51
